Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
Jason Martinez,Turin,Piedmont,2,"Harbour Creations Color Coded Labels, Adjustable",0.0,32,5,3,6,356,2013,1,358,2013
Alana Tyson,Portsmouth,England,4,"Green Bar Parchment Paper, Recycled",0.0,166,76,10,6,356,2013,3,360,2013
Nathan Clayton,Elda,Valenciana,4,"Samsung Headset, with Caller ID",13.2,132,-7,2,6,356,2013,3,360,2013
Taj Knetes,Bry-sur-Marne,Ile-de-France,2,"Eldon Light Bulb, Durable",0.0,67,29,3,0,357,2013,2,359,2013
Taj Knetes,Bry-sur-Marne,Ile-de-France,2,"Avery Shipping Labels, Adjustable",0.0,68,22,7,0,357,2013,2,359,2013
Taj Knetes,Bry-sur-Marne,Ile-de-France,2,"Eaton Memo Slips, Recycled",0.0,96,20,7,0,357,2013,2,359,2013
Taj Knetes,Bry-sur-Marne,Ile-de-France,2,"Fellowes File Cart, Industrial",86.8,868,29,7,0,357,2013,2,359,2013
Evie Flockhart,Dublin,Dublin,3,"SanDisk Router, Bluetooth",448.5,897,-198,7,0,357,2013,3,360,2013
Evie Flockhart,Dublin,Dublin,3,"Epson Receipt Printer, Wireless",58.5,117,-61,2,0,357,2013,3,360,2013
Evie Flockhart,Dublin,Dublin,3,"Cisco Smart Phone, with Caller ID",490.5,981,-118,3,0,357,2013,3,360,2013
Gail Thompson,Molina de Segura,Murcia,5,"Ibico Index Tab, Economy",0.0,42,14,4,1,358,2013,6,363,2013
Kieran Herbert,Madrid,Madrid,5,"BIC Pens, Blue",0.0,14,2,1,3,360,2013,1,365,2013
Kieran Herbert,Madrid,Madrid,5,"Smead Lockers, Single Width",71.4,714,278,4,3,360,2013,1,365,2013
Jesse Godson,Regensburg,Bavaria,5,"Sanford Highlighters, Water Color",0.0,38,14,2,3,360,2013,1,365,2013
Jesse Godson,Regensburg,Bavaria,5,"Elite Trimmer, Serrated",0.0,192,90,5,3,360,2013,1,365,2013
Philip Newsom,Zamora,Castile and León,2,"Bush Stackable Bookrack, Traditional",0.0,246,61,2,3,360,2013,5,362,2013
Donna Farr,Oslo,Oslo,4,"Harbour Creations Color Coded Labels, Laser Printer Compatible",0.0,39,8,3,3,360,2013,0,364,2013
Donna Farr,Oslo,Oslo,4,"Cisco Audio Dock, VoIP",0.0,364,142,2,3,360,2013,0,364,2013
Rachel Norton,Blackpool,England,5,"Chromcraft Computer Table, Adjustable Height",0.0,3119,1528,7,3,360,2013,1,365,2013
Rachel Norton,Blackpool,England,5,"HP Fax and Copier, Digital",0.0,1553,776,9,3,360,2013,1,365,2013
Carol Evans,The Hague,South Holland,0,"Novimex Executive Leather Armchair, Red",690.5,1381,-414,6,3,360,2013,3,360,2013
Lillian Davis,Hamburg,Hamburg,2,"Wilson Jones Binder Covers, Clear",0.0,21,5,2,4,361,2013,6,363,2013
Lillian Davis,Hamburg,Hamburg,2,"Eaton Message Books, Multicolor",0.0,88,40,4,4,361,2013,6,363,2013
Lillian Davis,Hamburg,Hamburg,2,"Elite Trimmer, Easy Grip",0.0,87,41,2,4,361,2013,6,363,2013
Michael Wilson,Vienna,Vienna,3,"Binney & Smith Pencil Sharpener, Easy-Erase",0.0,56,6,2,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Avery Binder, Economy",0.0,52,20,4,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Cardinal Hole Reinforcements, Recycled",0.0,51,21,9,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Wilson Jones Binding Machine, Economy",0.0,98,35,2,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Fellowes Folders, Single Width",0.0,79,32,3,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Kleencut Scissors, High Speed",0.0,89,28,4,4,361,2013,0,364,2013
Michael Wilson,Vienna,Vienna,3,"Canon Personal Copier, High-Speed",0.0,282,76,2,4,361,2013,0,364,2013
Timothy Jimenez,Villeparisis,Ile-de-France,5,"BIC Pencil Sharpener, Water Color",0.0,97,37,3,4,361,2013,2,1,2014
Timothy Jimenez,Villeparisis,Ile-de-France,5,"Acco Binding Machine, Durable",0.0,263,63,5,4,361,2013,2,1,2014
Timothy Jimenez,Villeparisis,Ile-de-France,5,"Stockwell Thumb Tacks, Metal",0.0,53,18,4,4,361,2013,2,1,2014
Timothy Jimenez,Villeparisis,Ile-de-France,5,"Smead File Cart, Single Width",81.2,812,-27,7,4,361,2013,2,1,2014
Timothy Jimenez,Villeparisis,Ile-de-France,5,"Cisco Office Telephone, VoIP",41.1,274,84,4,4,361,2013,2,1,2014
Marie Lawson,Copenhagen,Hovedstaden,7,"Cisco Speaker Phone, with Caller ID",104.0,208,-191,3,4,361,2013,4,3,2014
Skye Hammond,Verona,Veneto,2,"Nokia Headset, Cordless",72.8,182,-55,4,4,361,2013,6,363,2013
Jessica Paramor,Aix-en-Provence,Provence-Alpes-Côte d'Azur,4,"Avery Shipping Labels, 5000 Label Set",0.0,37,14,3,5,362,2013,2,1,2014
Jessica Paramor,Aix-en-Provence,Provence-Alpes-Côte d'Azur,4,"Hon File Folder Labels, Laser Printer Compatible",0.0,69,8,8,5,362,2013,2,1,2014
Maya O'Sullivan,Argenteuil,Ile-de-France,5,"Hon Rocking Chair, Adjustable",47.9,479,202,4,5,362,2013,3,2,2014
Maya O'Sullivan,Argenteuil,Ile-de-France,5,"Wilson Jones 3-Hole Punch, Recycled",0.0,57,17,2,5,362,2013,3,2,2014
Adam Walpole,London,England,1,"Sanford Highlighters, Water Color",1.7000000000000002,17,5,1,5,362,2013,6,363,2013
Adam Walpole,London,England,1,"Apple Office Telephone, Cordless",18.4,184,82,3,5,362,2013,6,363,2013
Carley Wynn,Turin,Piedmont,4,"Bush Classic Bookcase, Metal",0.0,1236,420,3,5,362,2013,2,1,2014
Carley Wynn,Turin,Piedmont,4,"Sanford Sketch Pad, Fluorescent",0.0,234,110,5,5,362,2013,2,1,2014
Carley Wynn,Turin,Piedmont,4,"Avery 3-Hole Punch, Clear",0.0,137,18,5,5,362,2013,2,1,2014
Carley Wynn,Turin,Piedmont,4,"Avery 3-Hole Punch, Recycled",0.0,198,0,7,5,362,2013,2,1,2014
Molly Hawkins,Groningen,Groningen,4,"Safco Classic Bookcase, Traditional",657.0,1314,-631,6,5,362,2013,2,1,2014
Molly Hawkins,Groningen,Groningen,4,"Stanley Highlighters, Easy-Erase",7.5,15,-4,2,5,362,2013,2,1,2014
Felicia Cooley,Ghent,East Flanders,6,"Acme Trimmer, Steel",0.0,88,19,2,6,363,2013,5,4,2014
Molly Bidmead,Darmstadt,Hesse,0,"Binney & Smith Pens, Blue",0.0,24,10,2,6,363,2013,6,363,2013
Molly Bidmead,Darmstadt,Hesse,0,"Fellowes Trays, Industrial",10.4,104,16,2,6,363,2013,6,363,2013
Matthew Barker,Plaisance-du-Touch,Languedoc-Roussillon-Midi-Pyrénées,5,"Sharp Fax and Copier, High-Speed",42.6,284,-10,2,6,363,2013,4,3,2014
Owen Howell,Cheltenham,England,2,"Stockwell Thumb Tacks, Assorted Sizes",0.0,42,12,4,0,364,2013,2,1,2014
Shannon Howe,Madrid,Madrid,4,"Epson Phone, White",14.3,143,44,2,0,364,2013,4,3,2014
Dominic Stephenson,Derby,England,5,"Sauder Stackable Bookrack, Pine",0.0,299,113,2,0,364,2013,5,4,2014
Evie Morton,Naples,Campania,3,"Boston Pens, Fluorescent",0.0,46,8,3,0,364,2013,3,2,2014
Evie Morton,Naples,Campania,3,"Enermax Memo Slips, Recycled",0.0,31,6,2,0,364,2013,3,2,2014
Evie Morton,Naples,Campania,3,"Enermax Note Cards, 8.5 x 11",0.0,85,36,3,0,364,2013,3,2,2014
Evie Morton,Naples,Campania,3,"Sharp Personal Copier, Digital",0.0,359,179,3,0,364,2013,3,2,2014
Lilian Macredie,Givors,Auvergne-Rhône-Alpes,4,"OIC Staples, Assorted Sizes",0.0,26,10,3,3,2,2014,0,6,2014
Amelie North,Madrid,Madrid,7,"Hon Legal Exhibit Labels, Adjustable",0.0,61,10,7,3,2,2014,3,9,2014
Millie Franklin,Ponferrada,Castile and León,2,"Green Bar Computer Printout Paper, Multicolor",0.0,94,21,3,4,3,2014,6,5,2014
Millie Franklin,Ponferrada,Castile and León,2,"Smead Lockers, Industrial",35.8,358,72,2,4,3,2014,6,5,2014
Lara Stoate,Montpellier,Languedoc-Roussillon-Midi-Pyrénées,6,"Tenex Clock, Black",0.0,50,13,1,4,3,2014,3,9,2014
Harry Marion,Tamworth,England,4,"Rogers Shelving, Wire Frame",0.0,184,57,3,5,4,2014,2,8,2014
Harry Marion,Tamworth,England,4,"Tenex File Cart, Single Width",0.0,673,316,5,5,4,2014,2,8,2014
Robert Neil,Breda,North Brabant,4,"Eldon Photo Frame, Erganomic",27.2,136,24,3,6,5,2014,3,9,2014
Lamar Lockhart,Valencia,Valenciana,4,"Brother Wireless Fax, Color",0.0,761,160,2,6,5,2014,3,9,2014
Stella Balcombe,Paris,Ile-de-France,4,"Smead Lockers, Single Width",89.3,893,347,5,6,5,2014,3,9,2014
Natasha Heane,Rouen,Normandy,0,"Tenex Frame, Erganomic",0.0,434,143,4,6,5,2014,6,5,2014
Natasha Heane,Rouen,Normandy,0,"Avery Removable Labels, Laser Printer Compatible",0.0,43,9,4,6,5,2014,6,5,2014
Natasha Heane,Rouen,Normandy,0,"SanDisk Numeric Keypad, USB",0.0,425,136,8,6,5,2014,6,5,2014
Luz Reilly,Stockholm,Stockholm,4,"Epson Inkjet, Wireless",154.0,308,-240,2,6,5,2014,3,9,2014
Susan Williams,Marbella,Andalusía,5,"Advantus Clamps, Assorted Sizes",0.0,100,13,6,0,6,2014,5,11,2014
Ruby Frost,Kassel,Hesse,3,"Rogers Folders, Industrial",5.6,56,2,2,1,7,2014,4,10,2014
Liam Newton,Oslo,Oslo,3,"Avery Binder, Clear",0.0,49,5,4,1,7,2014,4,10,2014
Liam Newton,Oslo,Oslo,3,"Smead Color Coded Labels, Alphabetical",0.0,26,11,2,1,7,2014,4,10,2014
Liam Newton,Oslo,Oslo,3,"Hewlett Fax Machine, Color",0.0,964,337,3,1,7,2014,4,10,2014
Rachel Goddard,Enschede,Overijssel,4,"StarTech Phone, Durable",56.0,112,-94,3,1,7,2014,5,11,2014
Betty Reynolds,Valencia,Valenciana,4,"Canon Fax and Copier, High-Speed",0.0,379,27,2,3,9,2014,0,13,2014
Joshua Romero,Verona,Veneto,6,"Ikea Floating Shelf Set, Traditional",0.0,1022,61,6,3,9,2014,2,15,2014
Joshua Romero,Verona,Veneto,6,"Eaton Message Books, Multicolor",0.0,44,20,2,3,9,2014,2,15,2014
Joshua Romero,Verona,Veneto,6,"SanDisk Note Cards, Premium",0.0,60,18,2,3,9,2014,2,15,2014
Joshua Romero,Verona,Veneto,6,"Rogers File Cart, Single Width",68.0,170,-40,2,3,9,2014,2,15,2014
Millie Newman,Cologne,North Rhine-Westphalia,5,"Epson Inkjet, Durable",0.0,920,303,3,3,9,2014,1,14,2014
Jammie Gibbs,Neubrandenburg,Mecklenburg-Vorpommern,6,"BIC Markers, Blue",0.0,79,2,3,4,10,2014,3,16,2014
Isabelle Gould,Haninge,Stockholm,1,"Breville Refrigerator, White",647.0,1294,-776,5,4,10,2014,5,11,2014
Isabelle Gould,Haninge,Stockholm,1,"Binney & Smith Canvas, Water Color",82.0,164,-7,6,4,10,2014,5,11,2014
Katie Thom,Elx,Valenciana,3,"BIC Canvas, Water Color",0.0,114,1,2,5,11,2014,1,14,2014
Daniel Howells,Vienna,Vienna,5,"Acco Index Tab, Clear",0.0,17,3,2,6,12,2014,4,17,2014
Daniel Howells,Vienna,Vienna,5,"Hon Legal Exhibit Labels, Alphabetical",0.0,53,2,5,6,12,2014,4,17,2014
Daniel Howells,Vienna,Vienna,5,"Green Bar Memo Slips, 8.5 x 11",0.0,63,31,3,6,12,2014,4,17,2014
Daniel Howells,Vienna,Vienna,5,"Fellowes Box, Single Width",0.0,79,5,4,6,12,2014,4,17,2014
Daniel Howells,Vienna,Vienna,5,"Sharp Copy Machine, Laser",0.0,1195,155,5,6,12,2014,4,17,2014
Daniel Howells,Vienna,Vienna,5,"Apple Signal Booster, Cordless",0.0,558,139,4,6,12,2014,4,17,2014
Julie Ochoa,Pescara,Abruzzi,5,"Rubbermaid Clock, Durable",0.0,94,34,2,6,12,2014,4,17,2014
Julie Ochoa,Pescara,Abruzzi,5,"Breville Refrigerator, Silver",0.0,1560,421,3,6,12,2014,4,17,2014
Julie Ochoa,Pescara,Abruzzi,5,"Ibico Index Tab, Durable",0.0,37,16,4,6,12,2014,4,17,2014
Julie Ochoa,Pescara,Abruzzi,5,"Fiskars Box Cutter, High Speed",0.0,36,12,1,6,12,2014,4,17,2014
Joe Gilbert,Carlisle,England,3,"StarTech Inkjet, Wireless",0.0,1207,36,4,0,13,2014,3,16,2014
Leslie Wilson,Peterborough,England,4,"Tenex Lockers, Blue",0.0,612,159,3,0,13,2014,4,17,2014
Elisabeth Manson,Wattrelos,Nord-Pas-de-Calais-Picardie,4,"Boston Markers, Water Color",0.0,59,0,2,1,14,2014,5,18,2014
Elisabeth Manson,Wattrelos,Nord-Pas-de-Calais-Picardie,4,"Motorola Headset, VoIP",61.05,407,29,6,1,14,2014,5,18,2014
Oscar Noble,Rome,Lazio,2,"Tenex Photo Frame, Erganomic",0.0,303,6,6,3,16,2014,5,18,2014
Oscar Noble,Rome,Lazio,2,"Apple Headset, Full Size",89.6,224,-86,5,3,16,2014,5,18,2014
Toby Clunie,Laon,Nord-Pas-de-Calais-Picardie,7,"Rubbermaid Photo Frame, Duo Pack",0.0,363,130,7,3,16,2014,3,23,2014
Toby Clunie,Laon,Nord-Pas-de-Calais-Picardie,7,"Wilson Jones Index Tab, Clear",0.0,18,2,3,3,16,2014,3,23,2014
Michael Myers,Rovigo,Veneto,2,"Sanford Canvas, Water Color",0.0,107,0,2,3,16,2014,5,18,2014
Joseph Ford,London,England,5,"Stockwell Thumb Tacks, Metal",3.7,37,9,3,3,16,2014,1,21,2014
Joseph Ford,London,England,5,"Rogers Box, Blue",6.5,65,-6,3,3,16,2014,1,21,2014
Henry Winder,Iserlohn,North Rhine-Westphalia,2,"Hon Swivel Stool, Black",43.5,435,87,3,3,16,2014,5,18,2014
Henry Winder,Iserlohn,North Rhine-Westphalia,2,"Hamilton Beach Microwave, Black",228.4,2284,0,9,3,16,2014,5,18,2014
Charlie Wells,Assen,Drenthe,6,"Boston Sketch Pad, Easy-Erase",85.5,171,-72,7,4,17,2014,3,23,2014
Louis Scott,East Kilbride,Scotland,4,"Nokia Office Telephone, Cordless",0.0,340,30,5,5,18,2014,2,22,2014
Leslie Wilson,Valladolid,Castile and León,5,"Deflect-O Clock, Duo Pack",0.0,201,18,4,5,18,2014,3,23,2014
Leslie Wilson,Valladolid,Castile and León,5,"Avery Hole Reinforcements, Recycled",0.0,14,6,3,5,18,2014,3,23,2014
Adam Peacock,Dijon,Bourgogne-Franche-Comté,0,"Advantus Photo Frame, Duo Pack",0.0,53,20,1,5,18,2014,5,18,2014
Mark Washington,Vienna,Vienna,4,"Eldon File Cart, Single Width",0.0,257,110,2,5,18,2014,2,22,2014
Mark Washington,Vienna,Vienna,4,"Fellowes Shelving, Wire Frame",0.0,285,117,5,5,18,2014,2,22,2014
Mark Washington,Vienna,Vienna,4,"Rogers File Cart, Single Width",0.0,852,136,6,5,18,2014,2,22,2014
Timothy Pownall,Amsterdam,North Holland,4,"Lesro Training Table, Rectangular",168.0,240,-535,3,6,19,2014,3,23,2014
Timothy Pownall,Amsterdam,North Holland,4,"OIC Paper Clips, Bulk Pack",11.0,22,0,3,6,19,2014,3,23,2014
Timothy Pownall,Amsterdam,North Holland,4,"Eldon Trays, Industrial",72.5,145,-9,6,6,19,2014,3,23,2014
Timothy Pownall,Amsterdam,North Holland,4,"Kleencut Letter Opener, Steel",18.0,36,-18,3,6,19,2014,3,23,2014
Isabella Secombe,Runcorn,England,2,"Ibico Index Tab, Clear",0.0,18,3,2,0,20,2014,2,22,2014
Ella Harrhy,Birmingham,England,4,"Deflect-O Clock, Black",56.0,70,-271,7,0,20,2014,4,24,2014
Jett Osman,Utrecht,Utrecht,4,"Harbour Creations Steel Folding Chair, Adjustable",75.5,151,-48,3,2,22,2014,6,26,2014
Georgia Blackburn,Gosport,England,4,"Wilson Jones Index Tab, Recycled",0.0,41,11,6,3,23,2014,0,27,2014
Betty Reynolds,Milan,Lombardy,6,"Apple Signal Booster, with Caller ID",164.0,410,-212,5,3,23,2014,2,29,2014
Declan Dundas,Dos Hermanas,Andalusía,4,"Lesro Round Table, Fully Assembled",870.6,1451,-363,8,3,23,2014,0,27,2014
Declan Dundas,Dos Hermanas,Andalusía,4,"Acco 3-Hole Punch, Economy",0.0,211,40,7,3,23,2014,0,27,2014
Peter Daly,Innsbruck,Tyrol,2,"Boston Pencil Sharpener, Easy-Erase",0.0,91,14,3,4,24,2014,6,26,2014
Lillian Davis,Hamburg,Hamburg,4,"Stanley Markers, Water Color",0.0,152,50,6,4,24,2014,1,28,2014
Lillian Davis,Hamburg,Hamburg,4,"Acco Hole Reinforcements, Economy",0.0,7,1,1,4,24,2014,1,28,2014
Lillian Davis,Hamburg,Hamburg,4,"Acme Ruler, Steel",0.0,97,29,6,4,24,2014,1,28,2014
Lillian Davis,Hamburg,Hamburg,4,"Motorola Office Telephone, VoIP",0.0,503,221,7,4,24,2014,1,28,2014
Peter Daly,Rillieux-la-Pape,Auvergne-Rhône-Alpes,6,"Safco 3-Shelf Cabinet, Metal",45.4,454,126,3,4,24,2014,3,30,2014
Peter Daly,Rillieux-la-Pape,Auvergne-Rhône-Alpes,6,"Eldon File Cart, Blue",57.1,571,-51,5,4,24,2014,3,30,2014
Peter Daly,Rillieux-la-Pape,Auvergne-Rhône-Alpes,6,"Epson Phone, Red",49.8,332,0,5,4,24,2014,3,30,2014
Ruth Williams,Naples,Campania,7,"StarTech Card Printer, Wireless",117.6,294,-64,3,4,24,2014,4,31,2014
Zara Money,Ferrara,Emilia-Romagna,3,"Wilson Jones Binder Covers, Clear",0.0,32,8,3,5,25,2014,1,28,2014
Mike Langer,Vienna,Vienna,5,"Office Star Chairmat, Set of Two",0.0,68,30,1,5,25,2014,3,30,2014
Mike Langer,Vienna,Vienna,5,"Ibico Binding Machine, Recycled",0.0,362,65,7,5,25,2014,3,30,2014
Mike Langer,Vienna,Vienna,5,"Cameo Interoffice Envelope, Recycled",0.0,231,97,5,5,25,2014,3,30,2014
Mike Langer,Vienna,Vienna,5,"Hewlett Ink, Digital",0.0,297,133,2,5,25,2014,3,30,2014
Toby Patterson,Plymouth,England,4,"Enermax Message Books, Multicolor",0.0,215,11,9,5,25,2014,2,29,2014
Arnold Jones,Rome,Lazio,1,"Sanford Markers, Water Color",0.0,132,12,5,5,25,2014,6,26,2014
Arnold Jones,Rome,Lazio,1,"Kraft Business Envelopes, Recycled",0.0,91,27,6,5,25,2014,6,26,2014
Walter Aguilar,Marbella,Andalusía,4,"Avery Binder, Durable",0.0,43,2,3,0,27,2014,4,31,2014
Faith Chambers,Vienna,Vienna,7,"Cardinal Hole Reinforcements, Durable",0.0,14,3,2,0,27,2014,0,34,2014
Demi Power,Zurich,Zürich,6,"Sanford Canvas, Blue",0.0,303,88,6,0,27,2014,6,33,2014
Demi Power,Zurich,Zürich,6,"Acco Index Tab, Durable",0.0,18,4,2,0,27,2014,6,33,2014
Imogen Steele,Linz,Upper Austria,5,"Binney & Smith Pencil Sharpener, Fluorescent",0.0,27,1,1,1,28,2014,6,33,2014
Ashley Baldwinson,Montrouge,Ile-de-France,4,"Cardinal Index Tab, Clear",0.0,27,11,4,3,30,2014,0,34,2014
Ashley Baldwinson,Montrouge,Ile-de-France,4,"Fiskars Ruler, Steel",0.0,41,7,3,3,30,2014,0,34,2014
Isaac David,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,2,"Accos Thumb Tacks, Assorted Sizes",0.0,33,2,3,3,30,2014,5,32,2014
Isaac David,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,2,"Stockwell Push Pins, Assorted Sizes",0.0,35,12,3,3,30,2014,5,32,2014
Isaac David,Perpignan,Languedoc-Roussillon-Midi-Pyrénées,2,"Smead Trays, Blue",21.8,218,7,5,3,30,2014,5,32,2014
Isabella Cleary,Corbeil-Essonnes,Ile-de-France,5,"Stanley Canvas, Easy-Erase",0.0,249,60,5,3,30,2014,1,35,2014
Isabella Cleary,Corbeil-Essonnes,Ile-de-France,5,"Eldon Shelving, Blue",30.5,305,57,7,3,30,2014,1,35,2014
Imogen Symon,Fiumicino,Lazio,5,"Logitech Numeric Keypad, USB",0.0,140,60,3,5,32,2014,3,37,2014
Hayden Perkins,Munich,Bavaria,4,"SanDisk Router, Erganomic",0.0,1779,711,7,6,33,2014,3,37,2014
Elijah Sodeman,Saint-Priest,Auvergne-Rhône-Alpes,4,"Ikea 3-Shelf Cabinet, Traditional",25.6,256,100,2,6,33,2014,3,37,2014
Elijah Sodeman,Saint-Priest,Auvergne-Rhône-Alpes,4,"Stanley Canvas, Easy-Erase",0.0,298,71,6,6,33,2014,3,37,2014
Elijah Sodeman,Saint-Priest,Auvergne-Rhône-Alpes,4,"Cardinal Binder Covers, Economy",0.0,108,4,9,6,33,2014,3,37,2014
Julian Mack,Leipzig,Saxony,4,"Hon Legal Exhibit Labels, Adjustable",0.0,61,10,7,0,34,2014,4,38,2014
George To Rot,Agen,Aquitaine-Limousin-Poitou-Charentes,4,"Advantus Clamps, 12 Pack",0.0,56,9,3,0,34,2014,4,38,2014
Rory Martindale,Naples,Campania,2,"Konica Calculator, Red",23.6,59,-1,2,1,35,2014,3,37,2014
Rory Martindale,Naples,Campania,2,"Cisco Headset, Full Size",21.6,54,-5,1,1,35,2014,3,37,2014
Tyson Hanna,Ferrara,Emilia-Romagna,4,"Fiskars Shears, Easy Grip",0.0,246,25,5,3,37,2014,0,41,2014
Isabelle Norton,Vigo,Galicia,2,"Rubbermaid Stacking Tray, Erganomic",0.0,44,0,2,3,37,2014,5,39,2014
Isabelle Norton,Vigo,Galicia,2,"Eaton Computer Printout Paper, Multicolor",0.0,112,17,4,3,37,2014,5,39,2014
Bonnie Wilson,Graz,Styria,4,"Eldon Photo Frame, Black",0.0,232,42,4,4,38,2014,1,42,2014
Bonnie Wilson,Graz,Styria,4,"Rubbermaid Frame, Erganomic",0.0,434,161,4,4,38,2014,1,42,2014
Cooper Burn,Edinburgh,Scotland,4,"Fellowes Trays, Wire Frame",0.0,169,42,3,4,38,2014,1,42,2014
Leroy Dudley,Paris,Ile-de-France,4,"Rubbermaid Frame, Erganomic",0.0,651,241,6,4,38,2014,1,42,2014
Harry Josephson,Argenteuil,Ile-de-France,5,"BIC Highlighters, Fluorescent",0.0,141,47,7,5,39,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Sanford Markers, Blue",0.0,23,4,1,6,40,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Harbour Creations Color Coded Labels, Alphabetical",0.0,38,19,3,6,40,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Fellowes Trays, Wire Frame",55.9,559,93,11,6,40,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Tenex Shelving, Blue",24.6,246,-14,5,6,40,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Canon Copy Machine, Digital",100.2,668,-31,3,6,40,2014,3,44,2014
Claire Harrington,Castres,Languedoc-Roussillon-Midi-Pyrénées,4,"Epson Card Printer, Red",42.6,284,100,2,6,40,2014,3,44,2014
Eric Anderson,Runcorn,England,4,"Cameo Clasp Envelope, Recycled",0.0,42,3,5,6,40,2014,3,44,2014
Kimberly Jones,Aschaffenburg,Bavaria,4,"Panasonic Receipt Printer, Red",0.0,236,116,2,6,40,2014,3,44,2014
Debbie Fisk,Sandnes,Rogaland,2,"Kleencut Ruler, High Speed",0.0,54,12,4,0,41,2014,2,43,2014
Michael Kim,Arnsberg,North Rhine-Westphalia,5,"Rogers Box, Blue",6.5,65,-6,3,1,42,2014,6,47,2014
Angie Massengill,Quimper,Brittany,3,"Office Star Bag Chairs, Red",10.0,100,11,2,3,44,2014,6,47,2014
Angie Massengill,Quimper,Brittany,3,"Boston Highlighters, Water Color",0.0,88,16,4,3,44,2014,6,47,2014
Angie Massengill,Quimper,Brittany,3,"Acco Binding Machine, Durable",0.0,105,25,2,3,44,2014,6,47,2014
Angie Massengill,Quimper,Brittany,3,"Wilson Jones Hole Reinforcements, Clear",0.0,8,1,2,3,44,2014,6,47,2014
Angie Massengill,Quimper,Brittany,3,"Tenex Shelving, Industrial",24.8,248,25,5,3,44,2014,6,47,2014
Louise Winter,Mulhouse,Alsace-Champagne-Ardenne-Lorraine,4,"BIC Sketch Pad, Easy-Erase",0.0,98,49,2,4,45,2014,1,49,2014
Sarah Smorgon,London,England,5,"Sauder Library with Doors, Metal",139.4,1394,356,4,4,45,2014,2,50,2014
Sarah Smorgon,London,England,5,"Avery Binder Covers, Durable",1.1,11,0,1,4,45,2014,2,50,2014
Sarah Smorgon,London,England,5,"Kraft Business Envelopes, Security-Tint",5.9,59,26,4,4,45,2014,2,50,2014
Sarah Smorgon,London,England,5,"Sharp Personal Copier, Digital",86.1,861,383,8,4,45,2014,2,50,2014
Rory Gunson,Hinckley,England,2,"Advantus Clamps, Bulk Pack",0.0,58,23,3,5,46,2014,0,48,2014
Rory Gunson,Hinckley,England,2,"Fellowes Folders, Single Width",0.0,53,22,2,5,46,2014,0,48,2014
Rory Gunson,Hinckley,England,2,"Fiskars Trimmer, Serrated",0.0,117,14,3,5,46,2014,0,48,2014
Kayla Tearle,Genoa,Liguria,2,"Ibico Binder Covers, Durable",0.0,30,4,2,5,46,2014,0,48,2014
Faith Greenwood,Randers,Central Jutland,2,"Rubbermaid Door Stop, Erganomic",10.2,17,-19,1,5,46,2014,0,48,2014
Faith Greenwood,Randers,Central Jutland,2,"SanDisk Parchment Paper, Premium",8.5,17,-10,2,5,46,2014,0,48,2014
Georgina Garner,Nice,Provence-Alpes-Côte d'Azur,4,"Safco Stackable Bookrack, Pine",40.6,406,117,3,1,49,2014,5,53,2014
Georgina Garner,Nice,Provence-Alpes-Côte d'Azur,4,"Wilson Jones Binder, Economy",0.0,65,20,5,1,49,2014,5,53,2014
Georgina Garner,Nice,Provence-Alpes-Côte d'Azur,4,"Belkin Numeric Keypad, Bluetooth",0.0,580,179,10,1,49,2014,5,53,2014
Georgia Arundale,Perugia,Umbria,4,"Avery File Folder Labels, Laser Printer Compatible",0.0,9,4,1,1,49,2014,5,53,2014
Georgia Arundale,Perugia,Umbria,4,"Fellowes Folders, Wire Frame",24.4,61,-14,4,1,49,2014,5,53,2014
Georgia Arundale,Perugia,Umbria,4,"Stiletto Box Cutter, Serrated",0.0,65,30,2,1,49,2014,5,53,2014
Steven Prince,Madrid,Madrid,4,"Smead Box, Industrial",3.0,30,-1,3,1,49,2014,5,53,2014
Harvey Daniels,Le Havre,Normandy,3,"Cardinal Binding Machine, Recycled",0.0,100,21,2,3,51,2014,6,54,2014
Harvey Daniels,Le Havre,Normandy,3,"Ibico 3-Hole Punch, Recycled",0.0,92,26,3,3,51,2014,6,54,2014
Walter Aguilar,Drancy,Ile-de-France,7,"Fellowes Shelving, Industrial",15.7,157,59,3,4,52,2014,4,59,2014
